"V1","V11","V31","V51","V71","V91","V111","V131","V151","V171","V192","V213","V233","V253","V273","V293","V313","V333","V353","V373","V393","V413","V433","V453","V473","V493","V513","V533","V553","V573","V594","V615","V635","V655","V675","V695","V715","V735","V755","V775"
-1,0,0,0,0,0,0,0,0.396078431372549,0,0,0.52156862745098,0.992125984251969,0,0.988235294117647,0,0,0,0.988235294117647,0,0,0.83921568627451,0.992156862745098,0,0,0,0,0,0.988235294117647,0,0,0,0.988235294117647,0.988235294117647,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.996078431372549,0,0,0.384313725490196,0.466666666666667,0,0,0.992156862745098,0,0,0,0.949019607843137,0,0,0.0431372549019608,0.886274509803922,0,0,0.0156862745098039,0,0,0.0313725490196078,0.247058823529412,0.937254901960784,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.450980392156863,0.992156862745098,0.885826771653543,0,0,0,0,0.324110671936759,0.415686274509804,0,0,0.380392156862745,0.992156862745098,0,0,0,0,0,0.992156862745098,0,0.956862745098039,0,0.364705882352941,0.968627450980392,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.988235294117647,0.0826771653543307,0,0.423529411764706,0,0,0.426877470355731,0,0,0,0.749019607843137,0.564705882352941,0,0,0.564705882352941,0,0,0,0,0.749019607843137,0,0,0.988235294117647,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.976470588235294,0,0,0.988235294117647,0.681102362204724,0,0,0,0,0,0.988235294117647,0,0,0,0.0117647058823529,0,0,0,0,0,0.992156862745098,0.917647058823529,0,0,0.988235294117647,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.227450980392157,0.996078431372549,0,0,0.584313725490196,0.454901960784314,0,0,0.847058823529412,0,0,0,0.498039215686275,0,0,0.309803921568627,0,0,0.2,0,0.541176470588235,0,0,0.996078431372549,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0.173228346456693,0,0.992156862745098,0,0,0.826086956521739,0,0,0,0.964705882352941,0.0784313725490196,0,0,0.717647058823529,0,0,0,0.105882352941176,0.2,0,0,0.458823529411765,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.929411764705882,0.294117647058824,0,0,0,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0.0549019607843137,0,0,0,0,0,0,0.223529411764706,0,0.870588235294118,0,0.0666666666666667,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.996078431372549,0,0,0,0,0,0,0.929411764705882,0,0,0,0,0,0,0.109803921568627,0,0,0.0392156862745098,0,0,0.992156862745098,0,0,0,0.486274509803922,0,0,0.0553359683794466,0,0,0,0
-1,0,0,0,0,0,0,0.996078431372549,0,0,0,0,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0,0,0,0,0.0313725490196078,0,0,0,0,0.184313725490196,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.301960784313725,0.423529411764706,0,0,0.701960784313725,0,0,0.772549019607843,0,0,0,0.996078431372549,0,0,0.996078431372549,0,0,0,0,0.431372549019608,0,0.996078431372549,0.227450980392157,0.337254901960784,0,0.172549019607843,0.996078431372549,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0.476377952755905,0,0,0.87843137254902,1,0,0.00392156862745098,0,0,0.627450980392157,0.984313725490196,0,0,0,0,0,0.545098039215686,0.996078431372549,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.627450980392157,0,0,0,0,0,0,0,0,0,0,0.996078431372549,0.909803921568627,0,0.996078431372549,0,0,0,0,0,0,0.96078431372549,0,0,0,0.92156862745098,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.996078431372549,0,0,0.388235294117647,0,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0,0,0,0,0.87843137254902,0,0,0,0.0313725490196078,0.454901960784314,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.501960784313725,0,0,1,0,0,0,0.501960784313725,0,0,0,0,0,0,0,0,0,0,0,0.250980392156863,0,0,1,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.992156862745098,0.286274509803922,0,0.423529411764706,0,0,0,0.992156862745098,0,0,0,1,0,0,0.470588235294118,0,0,0,0,0,0,0.992156862745098,0,0.988235294117647,0,0.43921568627451,0.988235294117647,0,0,0,0,0,0
-1,0,0,0,0,0,0,1,0,0,0,0.117647058823529,0,0,0.27843137254902,0,0,0,0.992156862745098,0,0,0,0,0,0,0.490196078431373,0,0,0,0.247058823529412,0.792156862745098,0,0,0.980392156862745,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.490196078431373,0,0,0.992156862745098,0.968503937007874,0,0,0,0,0,0.992156862745098,0,0,0.686274509803922,0.254901960784314,0,0,0,0,0,0.992156862745098,0,0,0,0.992156862745098,0.458823529411765,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.972549019607843,0,0,0,0.105882352941176,0,0,0.980392156862745,0,0,0,0.992156862745098,0,0,0.2,0,0,0,0.27843137254902,0,0,0,0,0.113725490196078,0,0,0.713725490196078,0,0,0,0,0,0
-1,0,0,0,0,0,0,1,0,0,0,0.12156862745098,0,0,0.917647058823529,0,0,0,0.992156862745098,0,0,0,0,0,0,0.733333333333333,0,0,0,0.392156862745098,0.992156862745098,0,0,0.454901960784314,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.996078431372549,0,0,0.996078431372549,0,0,0,0,0,0,0.274509803921569,0,0,0.858823529411765,0,0,0,0,0,0,0.882352941176471,0,0,0,0.525490196078431,0.996078431372549,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.992156862745098,0,0,0.827450980392157,0,0,0,0.913725490196078,0,0,0,1,0,0,0,0,0,0,0,0,0,0.243137254901961,0,0.949019607843137,0,0.0784313725490196,0.988235294117647,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.996078431372549,0,0,0.901960784313726,0,0,0,0,0,0,0.992156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,0.364705882352941,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.243137254901961,0.843137254901961,0,0,0.988235294117647,0,0,0,0.988235294117647,0,0,0,0.490196078431373,0,0,0.329411764705882,0,0,0,0,0.431372549019608,0,0.176470588235294,0.988235294117647,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.996078431372549,0,0,0.180392156862745,0.0236220472440945,0,0,0,0,0,0.909803921568627,0,0,0.282352941176471,0.992156862745098,0,0,0,0,0,0.901960784313726,0.47843137254902,0,0,0.992156862745098,0.733333333333333,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.580392156862745,0,0,0.505882352941176,0,0,0,0.96078431372549,0,0,0,0.937254901960784,0,0,0.0705882352941176,0,0,0,0,0,0,0.352941176470588,0,0.564705882352941,0,0.0980392156862745,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.223529411764706,0.988235294117647,0,0,0,0.415686274509804,0,0,0.113725490196078,0,0,0.0392156862745098,0,0,0,0,0,0,0,0.113725490196078,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.996078431372549,0,0,0,0,0,0,0.980392156862745,0,0,0,0.992156862745098,0,0,0,0,0,0,0.0156862745098039,0,0,0,0,0.113725490196078,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.556862745098039,0,0,0.988235294117647,0,0,0.988235294117647,0,0,0,0.992156862745098,0,0,0.992156862745098,0,0,0.677165354330709,0,0.12156862745098,0,0.988235294117647,0.992156862745098,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0,0,0.890196078431372,0,0,0,0.623529411764706,0,0,0,0.992156862745098,0,0,0.682352941176471,0,0,0,0,0,0,0.992156862745098,0,0,0,0.484251968503937,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.874509803921569,0,0,0.992156862745098,0,0,0,0.992156862745098,0.2,0,0.0941176470588235,0.435294117647059,0,0,0,0,0,0.917647058823529,0,0,0,0.203921568627451,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.988235294117647,0.992125984251969,0,0,0,0,0,0,0,0,0.819607843137255,0.992156862745098,0,0,0,0,0,0.756862745098039,0,0,0,0.988235294117647,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.149019607843137,0.709803921568627,0,0,0.0509803921568627,0,0,0,0,0,0,0.980392156862745,0,0,0.83921568627451,0,0,0,0,0,0,0.992156862745098,0,0.568627450980392,0,0.686274509803922,0.203921568627451,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0,0,0.992156862745098,0,0,0,0.992156862745098,0.992156862745098,0,0.992156862745098,0.16078431372549,0,0.0669291338582677,0,0,0,0.992156862745098,0.301960784313725,0.0235294117647059,0,0.129411764705882,0.580392156862745,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.0509803921568627,0.992125984251969,0,0,0,0,0,0,0,0,0,0,0,0,0.682352941176471,0,0,0,0,0,0,0.972549019607843,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.737254901960784,0.992156862745098,0,0,0.682352941176471,0.525490196078431,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0.980392156862745,0.243137254901961,0,0,0.0784313725490196,0,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.337254901960784,0,0,0,0,0,0,0,0.886274509803922,0,0,0.886274509803922,0,0,0,0,0,0,0.113725490196078,0,0,0,0.224409448818898,0,0,0
-1,0,0,0,0,0,0,0,0.0509803921568627,0,0,0.996078431372549,0,0,0,0,0,0,0.992156862745098,0,0,0,0,0,0,0,0.898039215686275,0,0.996078431372549,0.992156862745098,0,0,0.545098039215686,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.215686274509804,0.498039215686275,0,0,0.419607843137255,0,0,0,0.792156862745098,0,0,0.866666666666667,0.4,0,0,0.0392156862745098,0,0,0,0.176470588235294,0.117647058823529,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.317647058823529,0.992156862745098,0.570866141732283,0,0.627450980392157,0,0,0,0.992156862745098,0,0,0.725490196078431,0.301960784313725,0,0,0.156862745098039,0,0,0,0.349019607843137,0.796078431372549,0,0,0.980392156862745,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.996078431372549,0.662745098039216,0,0,0.501960784313725,0,0,0,0.996078431372549,0,0,0.996078431372549,0,0,0,0.105882352941176,0,0,0,0.996078431372549,0.0196078431372549,0,0,0.447058823529412,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.180392156862745,0,0,0,0,0,0,0.501960784313725,0,0,0,0,0,0,0.996078431372549,0,0,0,0,0,0,0,0.643137254901961,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.109803921568627,0.717647058823529,0,0,0.847058823529412,0,0,0,0.992156862745098,0.807843137254902,0,0,0,0,0,0.270588235294118,0,0,0,0.611764705882353,0,0,0,0.427450980392157,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.996078431372549,0,0,0.894117647058824,0.266666666666667,0,0,0.968627450980392,0,0,0.592156862745098,0.811764705882353,0,0,0,0,0,0,0,0,0,0,0.705882352941177,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.149019607843137,0.992156862745098,0,0,0.52156862745098,0.992156862745098,0,0,0.992156862745098,0,0,0.752941176470588,0.992156862745098,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0,0,0.984313725490196,0,0,0,0.992156862745098,0.298039215686275,0,0.992156862745098,0.866666666666667,0,0,0,0,0,0.0313725490196078,0.109803921568627,0,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0,0,0.992156862745098,0.0588235294117647,0,0,0.992156862745098,0,0,0.972549019607843,0.992156862745098,0,0,0,0,0,0.894117647058824,0,0,0,0,0.976470588235294,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.474509803921569,0.988235294117647,0,0,0.780392156862745,0,0,0,0.501960784313725,0,0,0,0.992156862745098,0,0,0.949019607843137,0,0,0,0.447058823529412,0,0,0,0.988235294117647,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.4,0.992156862745098,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0.2,0,0,0,0,0,0.996062992125984,0,0.992156862745098,0,0,0.588235294117647,0,0,0.992156862745098,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.996078431372549,0,0,0,0.368627450980392,0,0,0,0,0,0,0.992156862745098,0,0,0.847058823529412,0.133333333333333,0,0,0,0,0,0.0862745098039216,0.00784313725490196,0.815686274509804,0,0,0.56078431372549,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.992156862745098,0,0,0,0.164705882352941,0,0,0.992156862745098,0,0,0,0.988235294117647,0,0,0,0,0,0,0.188235294117647,0,0,0,0,0.305882352941176,0,0,0.988235294117647,0,0,0,0,0,0
-1,0,0,0,0,0,0,1,0,0,0,0.298039215686275,0,0,0.776470588235294,0,0,0,0.992156862745098,0,0,0.258823529411765,0.427450980392157,0,0,0.415686274509804,0,0,0,0.337254901960784,0.996078431372549,0,0,0.517647058823529,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.996078431372549,0,0,0,0.109803921568627,0,0,0.917647058823529,0,0,0,0.992156862745098,0,0,0.129411764705882,0.427450980392157,0,0,0.423529411764706,0,0,0,0.117647058823529,0.741176470588235,0,0,0.776470588235294,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.407843137254902,0,0,0.0980392156862745,0.547244094488189,0,0.0509803921568627,0,0,0,0.988235294117647,0,0,0.125490196078431,0.83921568627451,0,0,0,0.807843137254902,0,0.988235294117647,0,0,0,0.988235294117647,0.584313725490196,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.996078431372549,0,0,0,0,0,0,0.156862745098039,0,0,0.835294117647059,0,0,0,0,0,0,0.27843137254902,0,0,0,0.949019607843137,0,0,0,0.244094488188976,0,0,0
-1,0,0,0,0,0,0,0.929411764705882,0.964705882352941,0,0,0,0,0,0,0,0,0,0.784313725490196,0,0,0,0,0,0,0,0.152941176470588,0,0,0,0,0,0,0.749019607843137,0,0,0,0,0,0
-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0392156862745098,0,0,0.996078431372549,0,0,0.294117647058824,0,0,0,0.0117647058823529,0.0156862745098039,0,0,0,0,0,0,0.886274509803922,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.717647058823529,0,0,0,0,0,0,0.603921568627451,0,0,0,0,0,0,0.274509803921569,0,0,0,0,0,0,0,0,0,0,0.295275590551181,0,0,0
-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0,0.0196078431372549,0,0,0.349019607843137,0,0,0,0.00784313725490196,0,0,0,0.776470588235294,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.83921568627451,0,0,0.925490196078431,0,0,0,0,0,0,0.8,0,0,0,0.552941176470588,0,0,0.925490196078431,0,0,1,0.0627450980392157,0,0,0.580392156862745,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.870588235294118,0,0,0.741176470588235,0,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0,0.623529411764706,0,0,0.992156862745098,0.811764705882353,0,0,0.32156862745098,0.0117647058823529,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.874509803921569,0,0,0,0,0,0,0.992156862745098,0,0,0,0,0,0,0.262745098039216,0,0,0,0,0,0,0.0156862745098039,0.780392156862745,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.925490196078431,0,0,0.164705882352941,0,0,0,0.8,0.0862745098039216,0,0,0.988235294117647,0,0,0.992156862745098,0,0,0,0.188235294117647,0.588235294117647,0,0,0.807843137254902,0.988235294117647,0,0,0.576470588235294,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.63921568627451,0,0,0.164705882352941,0.215686274509804,0,0,0.67843137254902,0,0,0,0.525490196078431,0.286274509803922,0,0,0,0,0,0.568627450980392,0,0,0.0117647058823529,0,0,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.996078431372549,0,0,0.862745098039216,0,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0,0,0,0,0,0,0,0.298039215686275,0.266666666666667,0.403921568627451,0,0,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.16078431372549,0.909803921568627,0,0,0.992156862745098,0,0,0.772549019607843,0,0,0,0.992156862745098,0,0,0.0901960784313725,0,0,0,0,0.603921568627451,0,0.992156862745098,0.866666666666667,0,0,0.988235294117647,0.482352941176471,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.00784313725490196,0,0,0.545098039215686,0.893700787401575,0,0.317647058823529,0,0,0,0.992156862745098,0.0117647058823529,0,0.992156862745098,0.992156862745098,0,0.015748031496063,0,0,0,0,0,0,0,0,0.992156862745098,0,0.948616600790514,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.949019607843137,0,0,0,0,0,0,0.682352941176471,0,0,0,0.364705882352941,0,0,0.933333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.917647058823529,0,0,0,0.356862745098039,0,0,0.992156862745098,0,0,0.992156862745098,0.996078431372549,0,0,0,0,0,0.796078431372549,0.16078431372549,0,0,0.674509803921569,0.517647058823529,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.925490196078431,0.992156862745098,0.0866141732283465,0,0.996078431372549,0,0,0,0.992156862745098,0.729411764705882,0,0.996078431372549,0.92156862745098,0,0.0551181102362205,0,0,0,0.996078431372549,0,0,0,0.823529411764706,0.996078431372549,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.356862745098039,0,0,0.67843137254902,0.694117647058824,0,0,0.992156862745098,0,0,0,0.992156862745098,0,0,0.996078431372549,0.666666666666667,0,0,0,0,0,0.992156862745098,0,0.992156862745098,0,0.117647058823529,0.623529411764706,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.474509803921569,0.519685039370079,0,0.294117647058824,0,0,0,0.996078431372549,0,0,0.392156862745098,0.996078431372549,0,0,0,0.262745098039216,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0.741176470588235,0,0,0.996078431372549,0,0,0,0,0,0,0.976470588235294,0.0313725490196078,0,0,0.00784313725490196,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.603921568627451,0.623529411764706,0,0,0.368627450980392,0,0,0.537254901960784,0,0,0,0.996078431372549,0,0,0.996078431372549,0.0117647058823529,0,0,0,0,0,0.976470588235294,0,0.996078431372549,0,0.0196078431372549,0.996078431372549,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.996078431372549,0.562992125984252,0,0.996078431372549,0,0,0,0.996078431372549,0,0,0.0313725490196078,0.996078431372549,0,0,0,0,0,0.27843137254902,0,0,0,0.133333333333333,0.266666666666667,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.988235294117647,0,0,0.988235294117647,0,0,0,0.0823529411764706,0,0,0.674509803921569,0,0,0.992156862745098,0,0,0,0,0,0,0.988235294117647,0.243137254901961,0,0,0,0.670588235294118,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.564705882352941,0.0274509803921569,0,0,0,0,0,0,0,0,0,0.250980392156863,0,0,0.996078431372549,0,0,0,0,0.996078431372549,0,0.980392156862745,0,0,0,0.2,0.341176470588235,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.996078431372549,0,0,0.976470588235294,0.76078431372549,0,0,0.996078431372549,0,0,0,0.996078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783464566929134,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0,0,0,0.513725490196078,0,0,0.729411764705882,0,0,0.247058823529412,0.0784313725490196,0,0,0,0,0,0,0,0,0,0,0.913725490196078,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.745098039215686,0,0,0.403921568627451,0.894117647058824,0,0,0,0,0,0.105882352941176,0.0117647058823529,0,0,0,0,0,0.745098039215686,0,0,0,0.741176470588235,0.992156862745098,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.337254901960784,0.988235294117647,0,0,0.756862745098039,0.36078431372549,0,0,0.996078431372549,0,0,0.686274509803922,0.694117647058824,0,0,0,0.0509803921568627,0,0.498039215686275,0.996078431372549,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.996078431372549,0,0,0,0,0,0,0.929411764705882,0,0,0,0.945098039215686,0,0,0.376470588235294,0,0,0.592156862745098,0,0,0,0.596078431372549,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.996078431372549,0.513725490196078,0,0,0.858823529411765,0.996078431372549,0,0,0.976470588235294,0,0,0.309803921568627,0,0,0,0,0,0,0.556862745098039,0,0.63921568627451,0,0,0.996078431372549,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.576470588235294,0.109803921568627,0,0,0.36078431372549,1,0,0.972549019607843,0.0156862745098039,0,0,0,0,0,0.933333333333333,0,0,0,0,0.996078431372549,0,0.996078431372549,0.996078431372549,0.701960784313725,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0.533333333333333,0,0,0.992156862745098,0.917322834645669,0,0,0.0862745098039216,0,0,0.992156862745098,0,0,0,0,0,0.240157480314961,0,0,0,0.498039215686275,0,0,0,0.992156862745098,0.713725490196078,0,0,0,0,0,0
-1,0,0,0,0,0,0,0.125490196078431,0,0,0.996078431372549,0.949019607843137,0,0,0.733333333333333,0.458823529411765,0,0,0.596078431372549,0,0,0,0,0,0,0,0.0549019607843137,0,0,0.396078431372549,0.0313725490196078,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0.709803921568627,0,0,0,0.156862745098039,0.694117647058824,0,0,0.329411764705882,0,0,0.701960784313725,0.0156862745098039,0,0,0.0352941176470588,0.913725490196078,0,0,0.992156862745098,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.682352941176471,0,0,0.290196078431373,0,0,0,0.886274509803922,0,0,0,0,0,0,0,0.176470588235294,0,0.913725490196078,0,0,0,0.988235294117647,0.105882352941176,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0.992156862745098,0,0,0.129411764705882,0,0,0,0.243137254901961,0,0,0,0.866666666666667,0,0,0.117647058823529,0,0,0.992156862745098,0,0,0,0.992156862745098,0.756862745098039,0,0,0,0,0,0
